Calibration_1,AccX_1,AccY_1,AccZ_1,Roll_1,Pitch_1,Yaw_1,QuatW_1,QuatX_1,QuatY_1,QuatZ_1,Calibration_2,AccX_2,AccY_2,AccZ_2,Roll_2,Pitch_2,Yaw_2,QuatW_2,QuatX_2,QuatY_2,QuatZ_2
0.0,340.31,4.31,52.31,340.31,4.31,52.31,0.89,-0.41,-0.11,0.14,0.0,30.81,24.87,-102.12,30.81,24.87,-102.12,0.61,0.58,-0.5,-0.17
0.0,347.13,4.88,48.0,347.13,4.88,48.0,0.91,-0.4,-0.09,0.1,0.0,32.56,24.37,-100.87,32.56,24.37,-100.87,0.62,0.57,-0.5,-0.18
0.0,351.44,1.37,48.06,351.44,1.37,48.06,0.91,-0.41,-0.04,0.07,0.0,32.88,24.87,-99.44,32.88,24.87,-99.44,0.63,0.56,-0.5,-0.18
0.0,355.75,3.5,51.81,355.75,3.5,51.81,0.9,-0.44,-0.05,0.03,0.0,32.25,25.81,-98.81,32.25,25.81,-98.81,0.63,0.55,-0.51,-0.18
0.0,355.69,4.88,58.81,355.69,4.88,58.81,0.87,-0.49,-0.07,0.03,0.0,31.56,27.12,-97.56,31.56,27.12,-97.56,0.64,0.54,-0.51,-0.18
0.0,356.25,5.94,64.0,356.25,5.94,64.0,0.83,-0.54,-0.08,0.03,0.0,31.94,27.94,-96.44,31.94,27.94,-96.44,0.64,0.53,-0.52,-0.18
0.0,356.94,3.25,71.56,356.94,3.25,71.56,0.8,-0.6,-0.03,0.02,0.0,31.94,29.12,-96.0,31.94,29.12,-96.0,0.65,0.52,-0.53,-0.19
0.0,359.88,-1.94,77.56,359.88,-1.94,77.56,0.77,-0.63,0.05,-0.01,0.0,31.94,30.44,-95.69,31.94,30.44,-95.69,0.65,0.51,-0.54,-0.19
0.0,4.13,-6.19,77.81,4.13,-6.19,77.81,0.78,-0.61,0.11,-0.03,0.0,31.75,31.75,-95.5,31.75,31.75,-95.5,0.65,0.49,-0.54,-0.19
0.0,4.44,-10.25,71.62,4.44,-10.25,71.62,0.82,-0.55,0.13,-0.03,0.0,31.56,33.0,-95.69,31.56,33.0,-95.69,0.65,0.48,-0.56,-0.18
0.0,1.44,-10.31,60.94,1.44,-10.31,60.94,0.88,-0.47,0.09,-0.0,0.0,31.62,33.81,-95.44,31.62,33.81,-95.44,0.65,0.47,-0.56,-0.19
0.0,357.63,-5.63,50.06,357.63,-5.63,50.06,0.91,-0.41,0.02,0.03,0.0,31.75,34.69,-95.44,31.75,34.69,-95.44,0.65,0.46,-0.57,-0.19
0.0,352.69,-1.75,45.75,352.69,-1.75,45.75,0.92,-0.39,-0.02,0.07,0.0,31.25,35.88,-95.5,31.25,35.88,-95.5,0.65,0.45,-0.58,-0.18
0.0,349.19,-0.19,45.0,349.19,-0.19,45.0,0.92,-0.38,-0.03,0.09,0.0,30.94,37.13,-96.0,30.94,37.13,-96.0,0.65,0.44,-0.59,-0.18
0.0,348.38,0.12,44.75,348.38,0.12,44.75,0.92,-0.38,-0.04,0.09,0.0,30.69,38.0,-97.75,30.69,38.0,-97.75,0.64,0.44,-0.6,-0.17
0.0,348.88,-0.06,44.31,348.88,-0.06,44.31,0.92,-0.38,-0.04,0.09,0.0,30.06,39.25,-99.44,30.06,39.25,-99.44,0.64,0.43,-0.62,-0.17
0.0,353.88,2.94,44.38,353.88,2.94,44.38,0.92,-0.38,-0.05,0.05,0.0,28.81,40.69,-100.94,28.81,40.69,-100.94,0.63,0.42,-0.63,-0.16
0.0,355.81,4.0,45.38,355.81,4.0,45.38,0.92,-0.38,-0.05,0.03,0.0,27.25,43.19,-101.94,27.25,43.19,-101.94,0.63,0.4,-0.64,-0.15
0.0,357.31,2.63,45.69,357.31,2.63,45.69,0.92,-0.39,-0.03,0.02,0.0,26.87,45.38,-102.25,26.87,45.38,-102.25,0.63,0.38,-0.66,-0.15
